id,name,code_prefix_start,code_prefix_end,parent_id/id
pcg_40132,Fournisseurs de stocks : Nationaux – Privés,40132,40132,l10n_dz_elosys.pcg_4013
pcg_40133,Fournisseurs de stocks : Etrangers,40133,40133,l10n_dz_elosys.pcg_4013
pcg_40161,Fournisseurs de services : Nationaux – Publics,40161,40161,l10n_dz_elosys.pcg_4016
pcg_40162,Fournisseurs de services : Nationaux – Privés,40162,40162,l10n_dz_elosys.pcg_4016
pcg_40163,Fournisseurs de services : Etrangers,40163,40163,l10n_dz_elosys.pcg_4016
pcg_40171,Fournisseurs : Retenues de garantie – Publics,40171,40171,l10n_dz_elosys.pcg_4017
pcg_40172,Fournisseurs : Retenues de garantie – Privés,40172,40172,l10n_dz_elosys.pcg_4017
pcg_40173,Fournisseurs : Retenues de garantie – Etrangers,40173,40173,l10n_dz_elosys.pcg_4017
pcg_410,Clients et comptes rattachés,410,410,l10n_dz_elosys.pcg_41
pcg_44551,TVA à décaisser (à payer sur G.50),44551,44551,l10n_dz_elosys.pcg_4455
pcg_44552,Obligations cautionnées (au profit des Douanes),44552,44552,l10n_dz_elosys.pcg_4455
pcg_44562,TVA récupérable sur immobilisations,44562,44562,l10n_dz_elosys.pcg_4456
pcg_44563,TVA transférée par d'autres entreprises,44563,44563,l10n_dz_elosys.pcg_4456
pcg_44566,TVA récupérable sur achats de stocks et de services,44566,44566,l10n_dz_elosys.pcg_4456
pcg_44568,Crédit de TVA à reporter (Précompte),44568,44568,l10n_dz_elosys.pcg_4456
pcg_44571,TVA collectée sur Ventes – (livraisons juridiques ou matérielles),44571,44571,l10n_dz_elosys.pcg_4457
pcg_44572,TVA collectée sur les encaissements,44572,44572,l10n_dz_elosys.pcg_4457
pcg_44575,Droits de timbre perçus au profit du Trésor,44575,44575,l10n_dz_elosys.pcg_4457
pcg_44583,Remboursement de TVA demandé,44583,44583,l10n_dz_elosys.pcg_4458
pcg_44584,TVA récupérée d’avance ou en attente de régularisation,44584,44584,l10n_dz_elosys.pcg_4458
pcg_44586,TVA sur factures d’achats non parvenues,44586,44586,l10n_dz_elosys.pcg_4458
pcg_44587,TVA sur factures de ventes ou de prestations à établir,44587,44587,l10n_dz_elosys.pcg_4458
pcg_45611,Associés : Comptes d’apport en société,45611,45611,l10n_dz_elosys.pcg_4561
pcg_45615,Associés : Apports en numéraires,45615,45615,l10n_dz_elosys.pcg_4561
pcg_5031,Actions détenues en vue de la revente,5031,5039,l10n_dz_elosys.pcg_503
pcg_5061,Obligations à moins de 12 mois,5061,5061,l10n_dz_elosys.pcg_506
pcg_5062,Bons du Trésor à court terme,5062,5062,l10n_dz_elosys.pcg_506
pcg_5063,Bons de caisse à court terme,5063,5063,l10n_dz_elosys.pcg_506
pcg_5081,Autres valeurs mobilières,5081,5081,l10n_dz_elosys.pcg_508
pcg_5082,Bons de souscription,5082,5082,l10n_dz_elosys.pcg_508
pcg_5083,Intérêts courus,5083,5083,l10n_dz_elosys.pcg_508
pcg_5088,Intérêts courus,5088,5088,l10n_dz_elosys.pcg_508
pcg_5113,Effets à l'encaissement,5113,5113,l10n_dz_elosys.pcg_511
pcg_6011,Matières premières consommées,6011,6011,l10n_dz_elosys.pcg_601
pcg_60111,Matières (ou groupe) A,60111,60111,l10n_dz_elosys.pcg_6011
pcg_60112,Matières (ou groupe) B,60112,60112,l10n_dz_elosys.pcg_6011
pcg_60118,Autres matières premières consommées,60118,60118,l10n_dz_elosys.pcg_6011
pcg_60171,Fournitures A,60171,60171,l10n_dz_elosys.pcg_6017
pcg_60172,Fournitures B,60172,60172,l10n_dz_elosys.pcg_6017
pcg_60178,Autres fournitures accessoires consommées,60178,60178,l10n_dz_elosys.pcg_6017
pcg_60211,Matières (ou groupe) C,60211,60211,l10n_dz_elosys.pcg_6021
pcg_60212,Matières (ou groupe) D,60212,60212,l10n_dz_elosys.pcg_6021
pcg_60218,Autres matières consommées,60218,60218,l10n_dz_elosys.pcg_6021
pcg_60221,Carburant et lubrifiant – Véhicules,60221,60221,l10n_dz_elosys.pcg_6022
pcg_60222,Petit outillage et fournitures d'ateliers,60222,60222,l10n_dz_elosys.pcg_6022
pcg_60223,Droguerie et Produits d'entretien,60223,60223,l10n_dz_elosys.pcg_6022
pcg_60224,Pièces de rechange pour équipements et matériels techniques,60224,60224,l10n_dz_elosys.pcg_6022
pcg_60225,Pièces de rechange et pneumatique pour matériel de transport,60225,60225,l10n_dz_elosys.pcg_6022
pcg_60226,Quincaillerie générale et fournitures de magasin,60226,60226,l10n_dz_elosys.pcg_6022
pcg_60228,Autres fournitures consommées,60228,60228,l10n_dz_elosys.pcg_6022
pcg_60261,Emballages perdus consommés,60261,60261,l10n_dz_elosys.pcg_6026
pcg_60262,Emballages récupérables non identifiables consommés,60262,60262,l10n_dz_elosys.pcg_6026
pcg_60263,Emballages à usage mixte consommés,60263,60263,l10n_dz_elosys.pcg_6026
pcg_61311,Locations immobilières : Redevance de crédit bail immobilier,61311,61311,l10n_dz_elosys.pcg_6131
pcg_61312,Locations mobilières : Redevance de crédit bail mobilier,61312,61312,l10n_dz_elosys.pcg_6131
pcg_62551,Missions : intérieur du pays - Frais de voyage,62551,62551,l10n_dz_elosys.pcg_6255
pcg_62552,Missions : intérieur du pays - Frais de séjour,62552,62552,l10n_dz_elosys.pcg_6255
pcg_63111,"Traitements, salaires et appointements",63111,63111,l10n_dz_elosys.pcg_6311
pcg_63112,Présalaires et indemnités de stage et d’apprentissage,63112,63112,l10n_dz_elosys.pcg_6311
pcg_63113,Heures supplémentaires et IFSP,63113,63113,l10n_dz_elosys.pcg_6311
pcg_63114,Congés payés,63114,63114,l10n_dz_elosys.pcg_6311
pcg_63121,Prime de responsabilité,63121,63121,l10n_dz_elosys.pcg_6312
pcg_63122,Prime de panier,63122,63122,l10n_dz_elosys.pcg_6312
pcg_63123,Primes d’encouragement et de rendement individuel (PRI-PRC),63123,63123,l10n_dz_elosys.pcg_6312
pcg_63124,Primes sur résultats au profit des cadres dirigeants,63124,63124,l10n_dz_elosys.pcg_6312
pcg_63125,Primes de véhicule,63125,63125,l10n_dz_elosys.pcg_6312
pcg_63126,Prime de caisse et de bilan,63126,63126,l10n_dz_elosys.pcg_6312
pcg_63127,Prime de sujétion,63127,63127,l10n_dz_elosys.pcg_6312
pcg_63128,Primes spéciales,63128,63128,l10n_dz_elosys.pcg_6312
pcg_63131,Indemnité d'Expérience professionnelle (I.E.P),63131,63131,l10n_dz_elosys.pcg_6313
pcg_63132,Indemnité de nuisance,63132,63132,l10n_dz_elosys.pcg_6313
pcg_63133,Indemnité de travail posté,63133,63133,l10n_dz_elosys.pcg_6313
pcg_63134,Indemnités de fin de carrière et de départ à la retraite (IDR – IFC),63134,63134,l10n_dz_elosys.pcg_6313
pcg_63135,Indemnités kilométriques et de transport,63135,63135,l10n_dz_elosys.pcg_6313
pcg_63138,Autres Indemnités liées au salaire,63138,63138,l10n_dz_elosys.pcg_6313
pcg_63141,Bonifications,63141,63141,l10n_dz_elosys.pcg_6314
pcg_63142,"Supplément familial : Prime de scolarité, IPSU, ICAF",63142,63142,l10n_dz_elosys.pcg_6314
pcg_63148,Autres indemnités et avantages divers,63148,63148,l10n_dz_elosys.pcg_6314
pcg_7518,Autres droits et valeurs similaires,7518,7519,l10n_dz_elosys.pcg_751
pcg_78111,Reprises sur amortissements : Immobilisations incorporelles,78111,78111,l10n_dz_elosys.pcg_7811
pcg_78112,Reprises sur perte de valeur : Immobilisations incorporelles,78112,78112,l10n_dz_elosys.pcg_7811
pcg_78113,Reprises sur amortissements : Immobilisations corporelles,78113,78113,l10n_dz_elosys.pcg_7811
pcg_78114,Reprises sur perte de valeur : Immobilisations corporelles,78114,78114,l10n_dz_elosys.pcg_7811
pcg_78115,Reprises sur écarts de réévaluation : Immobilisations corporelles,78115,78115,l10n_dz_elosys.pcg_7811
pcg_78117,Reprises sur plus values à réinvestir,78117,78117,l10n_dz_elosys.pcg_7811
